No,SEX,NO_OF_DEPENDENT,MARITAL_STATUS,YRS_IN_PRESENT_JOB,AGE,EDUCATION,YEARS_OF_EXPERIENCE,TOTAL_MONTHLY_INCOME,LOAN_AMOUNT,COMPANY_TYPE,LABEL
12603,1,0,1,10,31,3,10,12000.0,48430,1,0
21461,1,0,2,4,26,0,8,12000.0,50755,0,0
20089,1,3,1,3,29,0,3,12000.0,52875,1,0
2005,1,2,1,5,47,1,5,9500.0,41038,3,0
22624,1,0,2,2,20,0,2,12500.0,43032,3,0
15316,1,1,1,9,33,0,9,11000.0,48635,1,0
9563,1,0,1,10,41,3,10,15000.0,57794,3,0
40929,1,0,1,4,26,1,4,12000.0,55064,2,0
24313,1,0,2,2,26,3,2,8500.0,39458,2,0
24006,1,2,1,2,28,1,2,22000.0,63780,1,0
17490,1,0,1,5,31,0,5,19000.0,52815,2,1
35559,1,0,1,12,45,2,12,22000.0,51449,0,0
24068,1,2,1,2,24,0,2,10000.0,41869,4,0
4026,1,0,2,3,21,3,3,14936.0,55064,0,0
12568,1,0,1,32,52,3,32,30000.0,39027,1,0
19925,1,0,2,2,20,0,2,8000.0,49205,4,0
12554,1,0,1,9,30,3,0,12000.0,45107,3,0
6325,1,3,1,6,38,1,6,10000.0,39725,1,0
720,1,2,2,2,20,3,2,9000.0,45107,4,0
32707,1,2,1,5,25,1,10,10000.0,61530,4,0
21716,1,2,1,4,26,0,5,10000.0,58288,2,0
16477,1,0,2,3,29,0,5,12000.0,50571,1,0
26810,1,2,1,14,41,3,14,10000.0,52776,4,0
40629,1,0,1,3,44,3,3,15000.0,50515,4,0
12797,1,0,1,28,52,0,28,38840.0,47228,0,0
5805,1,1,1,5,23,3,5,12000.0,55486,2,1
5194,1,2,1,4,40,1,4,20734.0,57843,2,0
17470,1,0,1,5,26,1,5,15000.0,52815,1,0
29477,1,0,1,3,26,0,3,10000.0,47578,4,0
26845,1,2,1,15,40,3,15,30000.0,55386,2,1
24957,1,2,1,7,36,1,7,30000.0,33900,2,0
34308,1,0,2,2,22,0,2,11500.0,39663,2,0
35299,1,2,1,12,39,0,12,15000.0,47578,0,0
39940,1,1,1,3,25,0,3,18000.0,57723,2,0
2332,1,4,1,3,21,3,3,7000.0,32462,2,0
3423,1,2,1,10,29,0,10,15000.0,55133,0,1
14284,1,1,1,5,29,0,5,8000.0,37946,2,0
28416,0,1,1,12,40,1,12,15000.0,52875,1,1
15049,1,1,1,20,58,0,20,30000.0,51794,3,0
15050,1,1,1,2,28,1,2,17000.0,43630,1,1
30913,1,0,1,10,59,0,10,15000.0,46212,2,0
4834,1,1,2,1,30,1,6,13000.0,50729,2,0
35817,1,0,1,3,27,3,3,16000.0,40322,4,0
28965,1,3,1,22,47,1,22,15000.0,59102,0,0
9578,0,0,1,10,30,1,10,10000.0,38903,2,0
19519,1,0,1,5,32,0,5,12000.0,44768,4,0
23512,1,0,1,14,46,2,14,18000.0,47006,1,0
20227,0,2,1,1,34,0,1,9000.0,52815,1,0
37768,1,3,1,15,46,1,15,34000.0,50729,0,0
32618,1,1,1,2,25,0,7,11500.0,53138,2,0
6878,1,0,1,20,48,0,20,20000.0,44768,4,0
3608,1,0,1,2,30,0,2,16000.0,39458,4,1
32680,1,0,1,10,34,1,10,13000.0,50515,4,0
34509,1,3,2,3,24,3,3,15000.0,55064,4,0
21501,1,0,2,2,21,0,2,14000.0,48239,2,0
12567,1,0,1,5,29,3,5,12000.0,50515,1,0
37971,1,0,2,3,24,1,3,12000.0,47910,2,0
14370,1,0,1,2,30,0,2,12000.0,39458,4,1
21444,1,2,1,8,39,0,0,16000.0,50515,0,0
26659,1,1,1,20,45,0,20,23000.0,43185,0,0
15462,1,2,1,4,26,1,4,20000.0,51332,1,0
8674,1,0,1,2,33,1,2,17000.0,48982,2,0
22848,1,0,2,2,29,1,2,22500.0,38123,4,0
39739,1,0,2,4,20,0,4,9000.0,46284,4,0
34583,1,2,1,3,23,3,3,10000.0,44280,1,0
21532,1,6,2,4,20,3,4,9000.0,51332,1,0
39413,1,1,1,2,21,0,4,12000.0,42450,2,1
15451,0,1,1,2,36,0,2,22794.0,55133,1,0
601,1,2,1,2,30,3,2,10000.0,43032,4,0
21433,0,0,2,2,31,1,2,12000.0,53054,4,0
2968,1,0,1,12,39,0,12,27480.0,57843,0,0
8214,1,2,1,3,45,1,8,20000.0,45518,1,0
20512,1,0,1,7,38,1,7,18500.0,55303,4,1
23081,1,0,2,1,26,1,1,17100.0,51699,2,0
7072,1,2,1,16,37,0,16,40000.0,53939,0,0
2859,1,2,1,3,29,1,3,12000.0,40899,4,0
1916,1,3,1,2,25,0,2,15000.0,48012,2,1
16793,1,0,1,2,35,0,8,12000.0,52815,1,1
16257,1,2,1,10,42,1,10,30000.0,57903,3,0
36143,1,0,1,2,25,1,2,9500.0,54486,2,0
3827,1,0,1,3,43,1,3,12000.0,53881,0,1
21928,1,0,1,6,25,0,6,21000.0,60733,4,1
21547,1,0,2,5,32,3,5,10000.0,53939,1,0
28634,1,0,1,5,40,0,5,10000.0,51794,0,0
38452,0,0,1,6,29,0,12,15000.0,54813,0,0
6508,1,0,1,4,21,0,4,8000.0,43630,2,0
15569,1,0,1,15,34,0,15,32000.0,55133,1,0
27780,1,0,1,1,28,0,2,12000.0,52660,1,1
16090,1,2,2,1,26,3,1,12000.0,54624,0,1
37617,1,4,1,10,39,3,20,10000.0,55890,2,0
27113,1,0,1,10,28,0,10,10000.0,47578,2,0
34033,1,0,2,3,22,3,3,12000.0,48430,2,0
2790,1,1,1,2,23,1,2,20000.0,43032,4,1
6309,1,2,1,5,40,1,5,8000.0,41061,1,0
20853,1,2,1,5,32,1,5,15000.0,51332,1,0
26991,1,0,1,6,39,1,6,15000.0,51794,4,0
617,1,2,1,10,39,3,20,9000.0,47578,3,1
15684,1,0,1,4,44,1,4,30000.0,54624,2,0
16605,0,0,1,1,31,1,3,10000.0,50729,0,0
37770,1,2,1,4,30,1,4,21506.0,49804,0,0
18707,0,0,1,1,25,1,1,6000.0,50515,4,0
40317,1,0,1,4,39,1,4,25000.0,60809,2,0
38040,1,0,2,6,25,0,6,8000.0,48012,2,0
40244,1,0,2,2,31,1,2,15000.0,57843,2,0
22338,0,3,1,10,52,3,10,15000.0,54347,2,1
30584,1,5,1,5,38,1,5,20000.0,43032,2,0
36098,1,2,1,10,39,0,10,19000.0,47408,0,1
18206,1,0,1,5,28,0,5,15000.0,53939,4,0
40895,1,0,1,1,28,0,1,15000.0,64961,4,0
5474,1,3,1,2,33,1,2,10800.0,52875,2,0
27838,1,0,1,5,40,1,10,13500.0,53762,4,1
7888,1,0,1,8,53,0,0,9000.0,43032,2,0
30688,1,4,1,5,26,1,5,15000.0,49232,4,0
2152,1,0,1,5,47,0,5,15000.0,48354,2,0
33884,1,0,1,13,36,0,13,21569.0,55064,0,0
15987,1,2,1,12,28,3,14,15000.0,44301,2,1
26405,1,0,2,3,23,0,3,13000.0,48080,2,0
26554,1,3,1,2,32,1,2,15000.0,60420,3,1
40128,1,0,1,10,34,0,10,15000.0,55977,2,0
37357,1,3,2,5,33,1,5,20000.0,57498,4,0
5268,1,0,2,3,24,1,3,15000.0,58297,2,0
20005,1,0,2,1,26,1,1,12000.0,48635,2,0
34053,0,0,1,1,32,3,1,10000.0,53083,4,1
27428,0,1,1,5,36,1,5,17000.0,50729,4,1
25607,1,2,1,33,51,0,33,30000.0,37834,1,0
6741,1,2,2,2,21,0,2,7500.0,55133,0,0
36285,1,3,1,8,41,0,4,14000.0,52815,1,0
40511,1,2,1,3,30,0,3,15000.0,53958,4,1
34973,1,2,1,2,32,1,2,30000.0,43032,0,0
31407,0,0,1,4,25,0,4,15000.0,51332,2,0
34508,1,3,1,10,47,1,10,30000.0,55977,4,0
2721,1,0,2,2,20,0,2,7000.0,47049,4,0
33803,1,2,1,5,24,3,5,15000.0,53939,1,0
3421,1,2,1,5,25,3,5,15000.0,48870,2,1
42559,1,1,1,5,39,1,5,60000.0,47049,2,0
5449,0,3,1,3,30,1,3,11000.0,55064,2,0
21978,1,0,2,1,27,0,1,14000.0,55133,2,0
12444,1,0,1,7,39,0,7,16000.0,56071,2,0
38430,1,0,1,5,41,0,5,15000.0,53869,2,0
2862,1,3,2,2,21,0,2,10000.0,48430,2,0
22181,1,1,1,15,34,1,15,10000.0,40322,4,0
1649,1,0,2,8,24,0,8,10000.0,58417,2,0
7502,1,0,1,10,41,1,10,11000.0,55133,1,0
9530,1,3,1,26,49,0,26,30000.0,47910,0,1
35866,1,0,1,11,35,1,22,23000.0,54624,0,0
13531,1,0,2,2,23,0,2,10000.0,45440,1,1
7318,0,0,2,1,21,1,1,8000.0,52875,2,0
13225,0,2,1,12,42,0,12,15000.0,50571,4,0
19698,1,1,1,5,40,0,5,7500.0,48012,4,0
28724,1,0,1,2,23,1,2,15000.0,47910,2,1
27024,1,0,1,3,24,3,3,12000.0,55133,2,0
33702,1,2,1,5,20,3,5,15000.0,51254,1,0
36695,1,5,1,25,38,0,25,12000.0,34176,2,0
14954,1,2,2,5,26,3,5,18000.0,51332,2,0
8048,1,0,2,1,31,1,1,20000.0,50515,0,0
29418,1,0,1,1,35,1,1,18000.0,58297,1,0
10078,1,0,1,5,37,3,5,15000.0,55064,4,0
41662,0,0,1,5,32,1,5,15000.0,57843,2,0
21476,1,4,1,10,37,0,10,8000.0,47578,0,0
327,1,0,1,3,33,2,3,20000.0,57250,1,0
16615,1,0,2,5,35,1,5,15317.0,59102,2,0
7332,1,0,1,20,45,0,20,11000.0,45107,0,0
14052,1,1,1,3,28,1,3,11000.0,40322,2,0
30479,1,3,1,1,42,1,1,26000.0,55133,2,0
17865,1,0,2,3,24,1,3,15000.0,58297,2,1
35067,1,0,2,2,23,0,2,15000.0,43940,3,1
1186,1,0,1,3,39,3,3,15000.0,51332,2,0
23181,1,1,1,10,51,1,10,16300.0,56103,2,0
15147,1,0,1,19,45,1,19,33737.0,48354,1,0
16856,0,0,1,8,39,1,11,13000.0,54624,2,1
40969,1,5,1,3,52,3,18,15000.0,55133,4,0
10920,1,0,1,3,24,1,6,20000.0,52815,2,0
41613,1,0,1,3,33,1,4,16000.0,51332,2,0
5372,1,3,1,1,31,1,7,21144.0,60809,2,0
8267,1,0,1,7,29,1,7,20000.0,52815,2,0
8196,1,2,1,20,56,1,20,20000.0,55133,4,0
8681,1,0,1,2,27,1,2,16271.0,53562,2,0
9300,1,0,1,1,33,1,1,10000.0,53054,2,0
7228,1,0,2,7,27,1,7,30000.0,47910,0,0
12060,1,0,1,2,30,1,2,18700.0,53054,2,0
2209,1,0,2,5,28,1,5,10000.0,45781,2,1
28917,1,3,1,24,41,3,24,11000.0,45501,0,0
39006,1,1,1,3,24,0,3,10000.0,50571,2,0
36989,0,0,1,2,51,0,2,15000.0,55064,0,0
32147,1,2,1,15,40,0,15,20000.0,54486,0,0
32433,1,1,2,3,22,1,5,10000.0,55494,2,0
23692,0,0,1,2,30,3,2,9500.0,33003,3,1
5937,1,3,1,14,30,0,14,9000.0,59102,2,0
41484,1,0,1,10,31,3,10,18000.0,58494,2,0
40177,1,0,1,5,27,3,5,10000.0,43630,1,0
17645,1,0,1,2,33,0,4,12000.0,54486,1,1
7405,1,0,2,1,26,1,1,9000.0,50515,1,0
2359,1,2,1,8,24,0,0,12500.0,51332,2,0
9791,1,3,2,1,21,0,1,13000.0,47910,2,0
29474,1,2,2,4,25,0,4,15000.0,39458,4,1
16860,1,0,2,2,27,1,2,15000.0,49709,2,0
10950,1,0,1,14,31,0,14,15000.0,51748,2,0
11769,1,1,1,2,27,0,2,22000.0,52875,2,0
37454,1,0,2,2,28,1,2,15000.0,50729,2,0
7536,1,0,2,2,29,1,2,8500.0,45284,1,0
24788,1,2,1,12,31,1,12,19000.0,50517,0,0
259,1,2,1,10,35,0,10,10000.0,47910,1,0
10911,1,1,1,10,27,0,10,25000.0,50729,2,0
35050,1,0,2,5,29,1,5,40000.0,58297,3,0
14346,1,0,1,10,36,3,10,8000.0,39458,4,0
26088,1,0,1,5,37,0,10,8500.0,59102,4,0
21530,1,4,1,1,36,3,1,15000.0,43630,1,0
20892,1,0,2,2,37,1,2,15000.0,50515,1,0
19805,1,1,1,8,26,0,0,10000.0,50515,4,1
16769,1,0,2,8,23,1,0,15000.0,52875,2,0
25233,1,0,1,10,41,3,10,14000.0,52468,2,0
721,1,2,1,2,34,3,2,15000.0,55064,2,0
3537,0,1,1,4,45,0,4,8000.0,51748,2,0
3147,1,0,2,4,25,1,8,11000.0,55956,3,0
33218,1,2,1,7,35,1,7,22000.0,37678,0,0
35077,1,5,1,30,52,0,30,12226.0,51449,0,0
28880,1,3,1,12,35,3,12,28000.0,44301,0,0
31341,1,0,2,9,25,3,9,15000.0,50729,2,0
38453,1,0,1,6,29,0,12,24000.0,52556,2,0
16719,1,0,1,4,28,1,4,15000.0,58396,2,0
33019,1,2,1,30,58,1,30,40000.0,55133,0,0
10122,1,0,1,10,36,1,10,25000.0,53939,2,0
38993,0,0,2,2,22,2,2,15000.0,47910,2,0
2701,1,3,1,10,34,0,10,15000.0,50515,4,1
6681,1,2,1,10,26,0,20,9000.0,47910,2,0
27708,1,0,1,15,49,3,15,10000.0,47910,2,0
31677,1,0,1,1,32,1,1,23000.0,55977,2,1
35642,1,0,1,4,28,0,8,7200.0,46747,2,0
3361,1,4,1,5,33,0,5,7000.0,38739,4,0
12624,1,0,1,2,25,3,2,10000.0,50515,1,0
16931,1,1,1,0,33,1,3,25000.0,58715,2,0
23317,1,0,1,8,31,1,0,15000.0,50729,4,0
16354,1,0,1,3,23,1,3,9000.0,53054,1,0
25332,1,0,2,2,20,3,4,11000.0,50515,4,0
8081,1,0,2,3,26,1,3,8000.0,46929,1,0
34093,1,0,1,8,28,3,8,32000.0,53083,0,0
31035,1,1,1,3,27,3,3,21000.0,47910,2,0
27471,1,2,1,13,41,3,13,18000.0,45107,2,0
15325,1,0,2,2,25,2,2,25000.0,63348,2,0
34197,1,0,1,15,38,0,15,23000.0,47910,0,1
10811,1,1,1,5,36,0,5,14500.0,50515,2,0
4588,1,2,1,2,25,1,2,12500.0,52815,2,0
35833,1,0,1,15,35,0,30,23000.0,50515,0,1
18286,1,0,1,3,32,1,3,18000.0,58715,1,0
35110,1,0,2,4,34,1,4,27630.0,43032,0,0
37374,1,2,1,2,33,1,2,39000.0,35392,2,0
4941,1,0,1,2,28,1,4,12000.0,51794,2,0
3671,1,0,1,10,43,1,10,25000.0,50515,1,1
39084,0,1,2,2,25,1,2,10000.0,51794,2,0
26104,1,4,1,4,27,0,4,10000.0,48012,2,1
11765,1,0,1,15,39,0,15,12000.0,51794,2,0
33888,1,0,1,23,45,0,23,33905.0,50728,0,0
28614,1,0,1,5,37,0,5,10000.0,47578,0,0
37429,1,0,1,10,46,3,10,10000.0,55133,4,0
20252,1,2,2,2,26,1,2,10700.0,50915,1,0
4685,1,2,2,3,27,1,3,21000.0,55133,0,0
35484,0,2,1,8,49,1,0,12500.0,42246,0,1
36107,1,0,2,4,21,0,4,12000.0,51332,2,0
6505,1,0,1,4,54,0,4,10000.0,50729,2,0
31992,1,0,1,1,27,0,1,13500.0,51332,2,1
19204,1,2,1,15,32,1,15,10000.0,55568,0,0
40817,1,0,2,1,24,2,1,15000.0,53519,4,1
14510,1,0,1,5,29,0,5,12000.0,50729,4,0
31913,1,1,1,10,32,3,10,15000.0,52875,2,0
10932,1,3,1,4,41,0,4,15000.0,54192,2,0
18403,1,0,1,3,28,1,4,16000.0,36499,1,0
19908,1,0,2,2,21,0,2,9500.0,52875,0,0
41717,1,3,1,5,37,1,5,30000.0,60913,0,0
38239,1,3,2,3,25,1,3,12000.0,56891,4,0
26229,1,0,1,1,35,1,1,46483.0,58715,2,0
33429,1,0,1,9,32,1,9,19500.0,43630,0,0
22239,1,1,1,28,58,1,28,28000.0,40899,0,0
35466,0,2,1,10,50,1,10,8500.0,39608,2,0
18336,1,0,1,8,30,1,0,15000.0,58370,1,0
14378,1,3,1,1,34,3,1,9000.0,43032,2,0
8373,1,0,1,5,40,1,5,13000.0,50571,2,1
4690,0,2,1,6,33,1,6,26097.0,55064,2,0
22060,1,0,1,34,60,0,34,20000.0,49344,1,0
37515,1,0,2,2,31,0,2,10000.0,51748,2,0
30400,1,5,1,4,29,0,4,8000.0,51332,3,0
13434,1,0,1,8,37,0,8,18000.0,47910,2,0
41952,1,0,2,5,27,1,5,25000.0,52875,1,0
40572,1,0,1,2,36,1,2,10000.0,47910,2,0
39654,1,0,2,3,20,0,3,9000.0,51180,1,0
13688,1,0,1,2,29,2,4,15000.0,43032,1,0
30837,1,0,1,4,28,3,4,12000.0,53939,2,1
10640,1,0,1,10,52,0,10,39000.0,55133,1,0
9971,1,1,1,6,47,0,16,18000.0,60809,0,0
14185,1,4,1,10,32,3,10,14000.0,48870,4,0
22019,0,0,1,11,35,3,11,12000.0,57979,4,0
5512,1,3,1,1,39,1,3,9280.0,59102,2,0
32304,1,2,1,10,40,1,20,15000.0,55293,1,1
23107,1,0,1,4,32,1,4,27248.0,38348,0,0
42090,1,2,1,5,25,1,5,12000.0,42876,2,0
5214,0,0,1,5,29,1,5,10000.0,45107,2,0
38007,1,1,1,4,30,1,4,20000.0,58715,2,0
39122,1,2,1,18,42,1,18,9500.0,38183,2,0
24511,1,3,1,30,52,0,30,22000.0,59102,0,0
4623,1,2,1,1,21,1,1,13000.0,43032,2,0
18697,1,0,2,5,22,1,5,10000.0,52927,2,0
10507,1,1,2,4,27,1,4,11300.0,48080,2,0
34448,1,3,1,5,28,1,5,25600.0,57843,0,1
7404,1,0,1,2,46,1,4,10000.0,43032,1,0
6625,1,0,1,5,25,0,5,11000.0,55133,2,0
27975,1,2,1,36,56,0,36,40000.0,44470,0,0
11194,1,0,1,0,28,0,7,12000.0,43032,3,0
15148,1,0,1,33,50,1,33,31746.0,50571,1,0
38998,1,1,1,5,26,2,15,18000.0,51332,2,0
18234,1,0,2,3,19,0,3,10000.0,48012,1,0
21338,0,1,1,1,40,0,1,9500.0,50517,2,0
36026,1,2,1,5,36,1,5,20000.0,39458,4,1
27652,1,0,2,2,21,3,2,11000.0,37946,1,0
21489,0,3,1,10,40,0,10,8000.0,50729,0,0
16324,1,2,1,3,43,1,3,15000.0,51332,2,0
39651,1,2,1,3,21,0,3,12000.0,48348,4,0
21362,1,2,1,1,27,1,1,11000.0,56867,1,0
4843,1,2,1,10,31,1,10,22000.0,52815,0,0
6575,1,2,1,8,48,0,5,8000.0,51332,2,0
35459,1,0,1,7,27,1,7,10000.0,51748,2,0
3472,1,4,1,7,39,0,7,16000.0,53888,0,0
21440,1,1,1,5,42,1,5,14000.0,55494,4,0
22438,0,0,1,2,31,0,2,15000.0,56197,4,0
23493,1,0,1,9,31,0,9,13000.0,50729,1,0
38126,1,2,1,2,25,3,2,15000.0,45735,1,0
6634,1,0,1,4,29,1,4,11700.0,47910,2,0
13211,0,0,2,3,24,3,3,23000.0,58370,0,0
3967,1,2,1,3,27,0,3,16000.0,55133,0,0
26780,1,0,1,2,29,1,7,12000.0,47828,2,1
35826,0,0,1,3,30,2,6,24000.0,50515,4,0
14517,1,2,1,2,22,0,2,8000.0,36242,2,0
17799,0,0,1,3,25,1,3,12000.0,58297,1,1
34777,1,2,1,2,25,1,2,20000.0,50729,0,1
20718,1,0,1,2,26,0,2,8500.0,51794,3,0
29182,1,2,1,4,39,3,4,13000.0,53939,1,1
23336,1,2,1,1,33,1,1,9000.0,51332,2,0
26333,1,0,1,35,52,0,35,25000.0,55494,0,0
22885,1,0,1,35,56,0,35,40000.0,55133,0,0
40105,0,0,1,3,29,0,3,10000.0,55064,0,0
20026,1,0,1,20,49,2,20,35000.0,53083,0,0
1580,1,4,1,2,39,0,2,10000.0,53250,4,0
7676,1,0,2,1,28,1,1,12000.0,44275,2,0
18720,1,1,1,5,48,1,5,12000.0,54624,4,0
41169,1,0,1,5,49,0,5,15000.0,52815,4,0
20770,1,0,2,1,25,0,1,10500.0,45107,2,1
91,1,0,2,1,27,1,1,17000.0,66597,0,0
23523,1,0,1,3,33,0,3,12000.0,55977,1,0
830,0,4,1,10,36,3,10,30000.0,48012,0,0
26298,1,0,2,1,26,1,1,16000.0,60109,2,0
23206,1,2,1,4,31,1,4,13000.0,55800,0,0
34985,1,3,1,10,56,0,10,15000.0,47910,3,0
11323,1,1,1,10,52,3,20,22000.0,48870,0,1
10479,1,4,1,10,30,0,10,20000.0,48870,2,0
40126,1,0,1,16,50,1,16,15000.0,59102,0,0
14041,1,0,1,4,29,0,4,14000.0,51794,2,1
37674,1,0,1,26,57,3,26,8000.0,48012,0,0
11544,1,2,1,4,31,1,4,12000.0,43630,2,0
21557,1,5,2,2,19,3,2,7000.0,47910,1,0
10275,1,0,1,30,56,1,30,15000.0,58417,2,0
10701,1,0,1,4,33,0,4,10000.0,51332,2,0
42125,1,1,1,17,35,1,17,15000.0,51794,2,0
13725,1,0,1,8,24,0,0,15000.0,44858,4,0
16578,1,0,1,21,31,1,21,17000.0,54624,1,0
38308,0,0,1,30,56,2,30,80000.0,57672,1,0
11022,0,1,1,26,45,0,26,35000.0,52963,0,0
24280,0,0,2,2,24,1,4,12000.0,46380,2,0
8838,1,0,1,9,41,1,9,13000.0,55064,2,0
27380,1,0,1,10,34,1,10,27000.0,52815,0,0
15872,1,2,1,2,26,1,2,15000.0,39458,2,0
2516,1,0,2,2,21,3,2,10000.0,40322,1,0
23867,1,0,2,10,18,3,10,10000.0,45904,4,0
5254,1,0,1,18,48,1,38,24000.0,43032,2,0
39347,1,2,1,5,22,0,5,14000.0,44340,4,1
10471,1,0,1,4,35,1,4,24000.0,61017,1,0
39371,1,2,1,5,36,0,5,11000.0,48291,2,0
24444,1,0,1,17,50,1,17,15863.0,51748,0,0
23502,1,0,1,5,44,1,5,30000.0,51332,1,0
40862,1,0,1,2,29,1,2,15000.0,45107,2,0
3302,1,0,1,25,46,1,25,18000.0,55064,2,0
13465,1,2,1,2,25,1,4,20000.0,50729,2,0
25165,1,2,1,2,44,3,2,18000.0,46380,4,0
18131,1,0,1,2,32,1,2,15000.0,50729,2,1
27721,1,0,1,25,58,3,25,12000.0,51794,2,0
33478,1,2,1,2,37,1,2,18152.0,54231,2,0
26154,1,0,2,3,22,0,3,10000.0,55133,4,0
5339,1,3,2,1,27,1,1,17294.0,60809,2,0
13223,0,1,2,2,24,3,2,19000.0,61068,0,0
12540,1,0,1,26,51,3,26,30000.0,53083,1,0
33411,1,0,1,2,21,0,2,10000.0,41382,2,0
30332,1,0,1,3,29,1,3,12000.0,52815,2,1
2751,0,1,2,1,26,1,4,17000.0,49631,4,0
34774,1,2,1,15,52,1,15,34820.0,48239,0,0
21840,1,4,1,10,41,0,10,15000.0,52875,0,0
14062,1,0,1,21,41,0,21,30000.0,56867,2,0
20717,1,2,1,2,30,1,2,9000.0,51794,1,0
42425,1,0,1,4,35,1,4,12000.0,56967,2,0
25493,0,4,1,10,29,1,12,15000.0,60809,2,0
11522,1,3,1,3,41,3,3,17000.0,51027,2,1
2986,0,0,1,8,31,0,8,15000.0,50729,0,0
1349,1,6,1,2,22,0,2,12000.0,44978,2,0
3553,1,0,2,4,24,1,4,15000.0,47214,1,1
35099,1,0,1,17,38,0,34,30000.0,57122,2,0
12922,1,2,1,2,46,0,2,8000.0,55133,2,1
42028,1,0,2,3,24,0,3,8000.0,53939,2,1
36820,0,3,2,2,30,1,2,10000.0,43032,4,0
26126,1,0,2,1,22,1,1,12000.0,52875,4,0
13903,0,2,1,15,51,1,15,20787.0,55133,0,0
35142,1,0,1,2,46,0,2,14000.0,47410,2,0
37990,1,0,2,4,25,3,4,15000.0,55977,2,0
24857,1,0,2,2,21,1,2,8640.0,52468,2,1
22295,1,3,1,10,45,0,10,15000.0,57474,2,0
29641,1,2,1,2,21,3,2,10000.0,55064,2,1
22982,0,0,1,1,33,0,1,20000.0,45107,2,0
38669,1,0,1,5,48,3,10,35000.0,51332,4,0
3274,1,0,1,3,35,1,3,11000.0,52328,2,0
15288,1,0,1,2,27,0,2,20000.0,45617,4,1
28972,1,0,1,4,34,0,4,15831.0,55494,0,0
4814,1,0,2,3,25,1,5,12000.0,53939,2,0
36448,1,0,1,20,39,0,20,20000.0,48870,2,1
40660,1,0,1,2,35,1,2,12000.0,51332,2,0
28851,0,0,2,3,24,3,3,10000.0,41279,2,0
6503,1,2,1,10,57,0,13,10000.0,37946,2,0
37197,1,0,1,4,38,1,4,12000.0,55977,4,1
35432,0,1,2,3,25,0,3,10000.0,48539,2,0
265,1,2,1,20,51,0,20,16900.0,55133,1,0
4433,1,0,1,5,36,0,5,8500.0,46613,4,0
16131,0,0,1,5,44,0,5,10000.0,57136,1,0
16805,1,0,1,6,28,0,15,13000.0,47049,4,0
29826,0,0,1,4,36,3,4,12000.0,51748,4,0
3301,1,0,1,15,51,1,15,15000.0,52875,2,1
19185,1,1,1,10,45,1,10,11000.0,54624,4,0
19300,1,0,1,10,34,0,10,15000.0,55977,2,0
38096,1,0,2,4,25,3,4,11000.0,52850,1,0
13722,1,0,2,5,22,0,10,12000.0,45107,4,0
15197,1,0,1,2,28,0,2,12000.0,50515,2,0
33227,1,0,2,1,18,0,1,7500.0,45904,2,0
5202,1,2,1,1,34,1,5,12500.0,40357,2,0
19806,0,2,1,25,51,2,25,22000.0,50729,0,0
3233,1,0,1,7,28,1,7,18000.0,55064,2,0
33777,1,1,2,6,19,3,6,8000.0,55133,4,0
20737,1,2,1,5,25,1,5,9000.0,60275,2,0
41600,1,0,1,10,40,3,10,10000.0,47910,2,0
10021,1,0,2,2,25,0,2,20000.0,54624,2,0
31948,1,1,1,6,32,0,6,15000.0,49228,2,0
37485,1,1,2,4,25,0,8,17000.0,49709,2,0
32186,1,2,1,26,45,1,26,35000.0,56967,2,0
21318,0,2,1,5,26,0,5,9500.0,40480,2,0
5505,1,1,2,3,21,0,3,7000.0,43032,2,0
33515,1,2,1,11,34,3,11,18000.0,45107,0,0
22083,0,1,1,14,40,3,14,22000.0,55977,1,0
1809,0,0,1,2,44,1,2,20000.0,40569,4,1
42691,1,4,1,2,25,0,2,18000.0,47910,0,0
38580,0,0,2,6,28,1,6,13000.0,44626,2,0
40325,1,0,1,4,36,1,4,20000.0,49797,2,0
26643,1,1,2,2,19,0,2,12000.0,49807,2,0
38340,1,0,2,4,22,1,4,12000.0,60792,1,0
21993,1,0,1,10,32,0,10,14000.0,43032,2,1
15836,1,0,1,4,25,3,4,10000.0,44301,4,0
33460,1,4,1,16,40,1,16,27759.0,67103,0,0
39808,1,5,2,2,21,3,2,15000.0,40223,1,1
30940,1,2,1,1,37,0,1,12000.0,53434,2,0
18411,1,0,1,3,25,1,3,15000.0,58828,1,0
12911,0,3,1,8,30,0,0,25000.0,50729,0,0
12326,1,2,1,5,38,3,5,9000.0,43970,1,1
21609,1,0,2,5,25,3,5,27200.0,50729,0,0
27950,1,0,2,2,23,0,3,10000.0,41169,1,0
30117,1,0,1,25,51,1,25,15000.0,42370,2,0
29953,1,2,1,10,34,1,10,16000.0,55133,0,0
7756,0,0,1,3,34,1,3,14000.0,53939,4,0
34368,1,0,1,10,42,1,10,15000.0,50515,2,0
29196,1,4,1,3,43,0,3,20000.0,53958,1,0
18223,1,0,2,2,20,1,2,16000.0,55064,1,0
8794,1,0,1,1,50,1,1,12000.0,57136,2,1
15309,1,2,1,6,51,0,6,12700.0,45617,2,0
38407,0,0,1,6,41,0,12,10000.0,54081,0,0
22798,1,0,2,5,22,0,10,15000.0,50729,1,1
254,1,4,1,8,29,0,8,15000.0,47910,0,0
592,1,2,1,2,29,3,2,10000.0,50515,3,0
969,1,0,2,3,23,0,3,15000.0,38739,2,0
